Date,From,To,Flight_Number,Airline,Distance,Duration,Seat,Seat_Type,Class,Reason,Plane,Registration,Trip,Note,From_OID,To_OID,Airline_OID,Plane_OID
- -,LIS,FNC,US Airways (US),US Airways,599,01:41,,,,,319,,,"Codeshare",1638,4091,5265
- -,LIS,FOR,TAP Portugal (TP),TAP Portugal,3485,07:28,,,,,332,,,"Direct",1638,2559,4869
- -,LIS,FRA,Ethiopian Airlines (ET),Ethiopian Airlines,1163,02:49,,,,,321,,,"Codeshare",1638,340,2220
- -,LIS,FRA,Lufthansa (LH),Lufthansa,1163,02:49,,,,,321 32A,,,"Direct",1638,340,3320
- -,LIS,FRA,SATA International (S4),SATA International,1163,02:49,,,,,319 321,,,"Codeshare",1638,340,4304
- -,LIS,FRA,TAP Portugal (TP),TAP Portugal,1163,02:49,,,,,319 321 320,,,"Direct",1638,340,4869
- -,LIS,GIG,TAP Portugal (TP),TAP Portugal,4791,10:04,,,,,332 343,,,"Direct",1638,2560,4869
- -,LIS,GRU,TAP Portugal (TP),TAP Portugal,4927,10:21,,,,,343 332,,,"Direct",1638,2564,4869
- -,LIS,GVA,Finnair (AY),Finnair,928,02:21,,,,,320 321,,,"Codeshare",1638,1665,2350
- -,LIS,GVA,Swiss International Air Lines (LX),Swiss International Air Lines,928,02:21,,,,,319 320,,,"Direct",1638,1665,4559
- -,LIS,GVA,TAP Portugal (TP),TAP Portugal,928,02:21,,,,,319 320 321,,,"Direct",1638,1665,4869
- -,LIS,GVA,easyJet (U2),easyJet,928,02:21,,,,,320 319,,,"Direct",1638,1665,2297
- -,LIS,HAM,Lufthansa (LH),Lufthansa,1364,03:13,,,,,319 320 321,,,"Codeshare",1638,342,3320
- -,LIS,HAM,TAP Portugal (TP),TAP Portugal,1364,03:13,,,,,319 320 321,,,"Direct",1638,342,4869
- -,LIS,HEL,Finnair (AY),Finnair,2089,04:40,,,,,320,,,"Codeshare",1638,421,2350
- -,LIS,HEL,TAP Portugal (TP),TAP Portugal,2089,04:40,,,,,320,,,"Direct",1638,421,4869
- -,LIS,HHN,Ryanair (FR),Ryanair,1113,02:43,,,,,738,,,"Direct",1638,355,4296
- -,LIS,HOR,SATA International (S4),SATA International,1054,02:36,,,,,320,,,"Direct",1638,1628,4304
- -,LIS,HOR,TAP Portugal (TP),TAP Portugal,1054,02:36,,,,,319 320,,,"Direct",1638,1628,4869
- -,LIS,ISL,Turkish Airlines (TK),Turkish Airlines,2000,04:30,,,,,321 738,,,"Direct",1638,1701,4951
- -,LIS,ISL,TAP Portugal (TP),TAP Portugal,2000,04:30,,,,,321,,,"Direct",1638,1701,4869
- -,LIS,KBP,Ukraine International Airlines (PS),Ukraine International Airlines,2094,04:41,,,,,738,,,"Direct",1638,2939,5282
- -,LIS,KBP,TAP Portugal (TP),TAP Portugal,2094,04:41,,,,,738,,,"Codeshare",1638,2939,4869
- -,LIS,KIV,Air Moldova (9U),Air Moldova,1985,04:28,,,,,E90,,,"Direct",1638,1735,1073
- -,LIS,LAD,TAAG Angola Airlines (DT),TAAG Angola Airlines,3589,07:40,,,,,77W,,,"Direct",1638,951,5133
- -,LIS,LAD,TAP Portugal (TP),TAP Portugal,3589,07:40,,,,,343,,,"Direct",1638,951,4869
- -,LIS,LCG,TAP Portugal (TP),TAP Portugal,314,01:07,,,,,BEH,,,"Codeshare",1638,1220,4869
- -,LIS,LGW,SATA International (S4),SATA International,957,02:24,,,,,319,,,"Codeshare",1638,502,4304
- -,LIS,LGW,TAP Portugal (TP),TAP Portugal,957,02:24,,,,,319 320,,,"Direct",1638,502,4869
- -,LIS,LGW,easyJet (U2),easyJet,957,02:24,,,,,319 320,,,"Direct",1638,502,2297
- -,LIS,LHR,American Airlines (AA),American Airlines,971,02:26,,,,,320,,,"Codeshare",1638,507,24
- -,LIS,LHR,Finnair (AY),Finnair,971,02:26,,,,,320,,,"Codeshare",1638,507,2350
- -,LIS,LHR,British Airways (BA),British Airways,971,02:26,,,,,320,,,"Direct",1638,507,1355
- -,LIS,LHR,All Nippon Airways (NH),All Nippon Airways,971,02:26,,,,,320 321 319,,,"Codeshare",1638,507,324
- -,LIS,LHR,SATA International (S4),SATA International,971,02:26,,,,,319 321,,,"Codeshare",1638,507,4304
- -,LIS,LHR,TAP Portugal (TP),TAP Portugal,971,02:26,,,,,319 320 321,,,"Direct",1638,507,4869
- -,LIS,LPA,Binter Canarias (NT),Binter Canarias,830,02:09,,,,,CR9,,,"Codeshare",1638,1054,1539
- -,LIS,LPA,SATA International (S4),SATA International,830,02:09,,,,,CR9,,,"Direct",1638,1054,4304
- -,LIS,LPL,easyJet (U2),easyJet,1048,02:35,,,,,319 320,,,"Direct",1638,491,2297
- -,LIS,LTN,easyJet (U2),easyJet,997,02:29,,,,,319 320,,,"Direct",1638,492,2297
- -,LIS,LUX,Luxair (LG),Luxair,1062,02:37,,,,,73W 73H,,,"Direct",1638,629,3329
