Airliner,Flight,Origin,Status,Schedule,Type,Order,Schedule_Fix,Destination,Snapshot
JSC Avion Express,X92604,Stuttgart (STR),Scheduled,12:30,Arrival,1,00:30,Lisbon (LIS),2022-09-19
Emirates,EK191,Dubai (DXB),Scheduled,12:35,Arrival,1,00:35,Lisbon (LIS),2022-09-19
TAP Air Portugal,TP6730,Dubai (DXB),Scheduled,12:35,Arrival,1,00:35,Lisbon (LIS),2022-09-19
,6O864,Cancun (CUN),Scheduled,12:40,Arrival,1,00:40,Lisbon (LIS),2022-09-19
Evelop Airlines,E9864,Cancun (CUN),Scheduled,12:40,Arrival,1,00:40,Lisbon (LIS),2022-09-19
Royal Air Maroc,AT980,Casablanca Mohamed V (CMN),Scheduled,12:45,Arrival,1,00:45,Lisbon (LIS),2022-09-19
Transavia,HV7644,Orly (ORY),Scheduled,12:45,Arrival,1,00:45,Lisbon (LIS),2022-09-19
Transavia France,TO7644,Orly (ORY),Scheduled,12:45,Arrival,1,00:45,Lisbon (LIS),2022-09-19
Ryanair,FR3091,Eindhoven (EIN),Scheduled,12:55,Arrival,1,00:55,Lisbon (LIS),2022-09-19
TAP Air Portugal,TP1437,Casablanca Mohamed V (CMN),Scheduled,12:55,Arrival,1,00:55,Lisbon (LIS),2022-09-19
Azores Airlines,S48303,Casablanca Mohamed V (CMN),Scheduled,12:55,Arrival,1,00:55,Lisbon (LIS),2022-09-19
easyJet,U22715,Mailand Malpensa (MXP),Scheduled,12:55,Arrival,1,00:55,Lisbon (LIS),2022-09-19
TAP Air Portugal,TP1558,Sao Vicente (VXE),Scheduled,13:00,Arrival,1,13:00,Lisbon (LIS),2022-09-19
Emirates,EK4835,Sao Vicente (VXE),Scheduled,13:00,Arrival,1,13:00,Lisbon (LIS),2022-09-19
Turkish Airlines,TK8143,Sao Vicente (VXE),Scheduled,13:00,Arrival,1,13:00,Lisbon (LIS),2022-09-19
easyJet,U28717,Gatwick (LGW),Scheduled,13:10,Arrival,1,13:10,Lisbon (LIS),2022-09-19
Eastern Airways,T31339,Gatwick (LGW),Scheduled,13:20,Arrival,1,13:20,Lisbon (LIS),2022-09-19
