Airliner,Flight,Origin,Status,Schedule,Type,Order,Schedule_Fix,Destination,Snapshot
Lufthansa,LH1166,Frankfurt (FRA),Scheduled,11:25,Arrival,1,11:25,Lisbon (LIS),2022-12-11
Air Canada,AC9062,Frankfurt (FRA),Scheduled,11:25,Arrival,1,11:25,Lisbon (LIS),2022-12-11
Ethiopian Airlines,ET1567,Frankfurt (FRA),Scheduled,11:25,Arrival,1,11:25,Lisbon (LIS),2022-12-11
Austrian,OS7327,Frankfurt (FRA),Scheduled,11:25,Arrival,1,11:25,Lisbon (LIS),2022-12-11
Singapore Airlines,SQ2108,Frankfurt (FRA),Scheduled,11:25,Arrival,1,11:25,Lisbon (LIS),2022-12-11
Thai Airways International,TG7692,Frankfurt (FRA),Scheduled,11:25,Arrival,1,11:25,Lisbon (LIS),2022-12-11
TAP Air Portugal,TP6700,Frankfurt (FRA),Scheduled,11:25,Arrival,1,11:25,Lisbon (LIS),2022-12-11
United Airlines,UA8846,Frankfurt (FRA),Scheduled,11:25,Arrival,1,11:25,Lisbon (LIS),2022-12-11
TAP Air Portugal,TP1696,Funchal (FNC),Scheduled,11:45,Arrival,1,11:45,Lisbon (LIS),2022-12-11
Azul,AD7494,Funchal (FNC),Scheduled,11:45,Arrival,1,11:45,Lisbon (LIS),2022-12-11
Air Baltic,BT5309,Funchal (FNC),Scheduled,11:45,Arrival,1,11:45,Lisbon (LIS),2022-12-11
Emirates,EK4782,Funchal (FNC),Scheduled,11:45,Arrival,1,11:45,Lisbon (LIS),2022-12-11
Luxair,LG1980,Funchal (FNC),Scheduled,11:45,Arrival,1,11:45,Lisbon (LIS),2022-12-11
Lufthansa,LH6941,Funchal (FNC),Scheduled,11:45,Arrival,1,11:45,Lisbon (LIS),2022-12-11
Azores Airlines,S48024,Funchal (FNC),Scheduled,11:45,Arrival,1,11:45,Lisbon (LIS),2022-12-11
Iberia,IB3110,Madrid (MAD),Scheduled,11:50,Arrival,1,11:50,Lisbon (LIS),2022-12-11
American Airlines,AA8640,Madrid (MAD),Scheduled,11:50,Arrival,1,11:50,Lisbon (LIS),2022-12-11
Cathay Pacific,CX1829,Madrid (MAD),Scheduled,11:50,Arrival,1,11:50,Lisbon (LIS),2022-12-11
Qatar Airways,QR5093,Madrid (MAD),Scheduled,11:50,Arrival,1,11:50,Lisbon (LIS),2022-12-11
Vueling,VY5071,Madrid (MAD),Scheduled,11:50,Arrival,1,11:50,Lisbon (LIS),2022-12-11
SWISS,LX2086,Zurich (ZRH),Scheduled,11:50,Arrival,1,11:50,Lisbon (LIS),2022-12-11
TAP Air Portugal,TP8204,Zurich (ZRH),Scheduled,11:50,Arrival,1,11:50,Lisbon (LIS),2022-12-11
Lufthansa,LH1166,Frankfurt (FRA),Scheduled,11:25,Arrival,2,11:25,Lisbon (LIS),2022-12-11
Air Canada,AC9062,Frankfurt (FRA),Scheduled,11:25,Arrival,2,11:25,Lisbon (LIS),2022-12-11
Ethiopian Airlines,ET1567,Frankfurt (FRA),Scheduled,11:25,Arrival,2,11:25,Lisbon (LIS),2022-12-11
Austrian,OS7327,Frankfurt (FRA),Scheduled,11:25,Arrival,2,11:25,Lisbon (LIS),2022-12-11
Singapore Airlines,SQ2108,Frankfurt (FRA),Scheduled,11:25,Arrival,2,11:25,Lisbon (LIS),2022-12-11
Thai Airways International,TG7692,Frankfurt (FRA),Scheduled,11:25,Arrival,2,11:25,Lisbon (LIS),2022-12-11
TAP Air Portugal,TP6700,Frankfurt (FRA),Scheduled,11:25,Arrival,2,11:25,Lisbon (LIS),2022-12-11
United Airlines,UA8846,Frankfurt (FRA),Scheduled,11:25,Arrival,2,11:25,Lisbon (LIS),2022-12-11
TAP Air Portugal,TP1696,Funchal (FNC),Scheduled,11:45,Arrival,2,11:45,Lisbon (LIS),2022-12-11
Azul,AD7494,Funchal (FNC),Scheduled,11:45,Arrival,2,11:45,Lisbon (LIS),2022-12-11
Air Baltic,BT5309,Funchal (FNC),Scheduled,11:45,Arrival,2,11:45,Lisbon (LIS),2022-12-11
Emirates,EK4782,Funchal (FNC),Scheduled,11:45,Arrival,2,11:45,Lisbon (LIS),2022-12-11
Luxair,LG1980,Funchal (FNC),Scheduled,11:45,Arrival,2,11:45,Lisbon (LIS),2022-12-11
Lufthansa,LH6941,Funchal (FNC),Scheduled,11:45,Arrival,2,11:45,Lisbon (LIS),2022-12-11
Azores Airlines,S48024,Funchal (FNC),Scheduled,11:45,Arrival,2,11:45,Lisbon (LIS),2022-12-11
Iberia,IB3110,Madrid (MAD),Scheduled,11:50,Arrival,2,11:50,Lisbon (LIS),2022-12-11
American Airlines,AA8640,Madrid (MAD),Scheduled,11:50,Arrival,2,11:50,Lisbon (LIS),2022-12-11
Cathay Pacific,CX1829,Madrid (MAD),Scheduled,11:50,Arrival,2,11:50,Lisbon (LIS),2022-12-11
Qatar Airways,QR5093,Madrid (MAD),Scheduled,11:50,Arrival,2,11:50,Lisbon (LIS),2022-12-11
Vueling,VY5071,Madrid (MAD),Scheduled,11:50,Arrival,2,11:50,Lisbon (LIS),2022-12-11
SWISS,LX2086,Zurich (ZRH),Scheduled,11:50,Arrival,2,11:50,Lisbon (LIS),2022-12-11
TAP Air Portugal,TP8204,Zurich (ZRH),Scheduled,11:50,Arrival,2,11:50,Lisbon (LIS),2022-12-11
Lufthansa,LH1166,Frankfurt (FRA),Scheduled,11:25,Arrival,3,11:25,Lisbon (LIS),2022-12-11
Air Canada,AC9062,Frankfurt (FRA),Scheduled,11:25,Arrival,3,11:25,Lisbon (LIS),2022-12-11
Ethiopian Airlines,ET1567,Frankfurt (FRA),Scheduled,11:25,Arrival,3,11:25,Lisbon (LIS),2022-12-11
Austrian,OS7327,Frankfurt (FRA),Scheduled,11:25,Arrival,3,11:25,Lisbon (LIS),2022-12-11
Singapore Airlines,SQ2108,Frankfurt (FRA),Scheduled,11:25,Arrival,3,11:25,Lisbon (LIS),2022-12-11
Thai Airways International,TG7692,Frankfurt (FRA),Scheduled,11:25,Arrival,3,11:25,Lisbon (LIS),2022-12-11
TAP Air Portugal,TP6700,Frankfurt (FRA),Scheduled,11:25,Arrival,3,11:25,Lisbon (LIS),2022-12-11
United Airlines,UA8846,Frankfurt (FRA),Scheduled,11:25,Arrival,3,11:25,Lisbon (LIS),2022-12-11
TAP Air Portugal,TP1696,Funchal (FNC),Scheduled,11:45,Arrival,3,11:45,Lisbon (LIS),2022-12-11
Azul,AD7494,Funchal (FNC),Scheduled,11:45,Arrival,3,11:45,Lisbon (LIS),2022-12-11
Air Baltic,BT5309,Funchal (FNC),Scheduled,11:45,Arrival,3,11:45,Lisbon (LIS),2022-12-11
Emirates,EK4782,Funchal (FNC),Scheduled,11:45,Arrival,3,11:45,Lisbon (LIS),2022-12-11
Luxair,LG1980,Funchal (FNC),Scheduled,11:45,Arrival,3,11:45,Lisbon (LIS),2022-12-11
Lufthansa,LH6941,Funchal (FNC),Scheduled,11:45,Arrival,3,11:45,Lisbon (LIS),2022-12-11
Azores Airlines,S48024,Funchal (FNC),Scheduled,11:45,Arrival,3,11:45,Lisbon (LIS),2022-12-11
Iberia,IB3110,Madrid (MAD),Scheduled,11:50,Arrival,3,11:50,Lisbon (LIS),2022-12-11
American Airlines,AA8640,Madrid (MAD),Scheduled,11:50,Arrival,3,11:50,Lisbon (LIS),2022-12-11
Cathay Pacific,CX1829,Madrid (MAD),Scheduled,11:50,Arrival,3,11:50,Lisbon (LIS),2022-12-11
Qatar Airways,QR5093,Madrid (MAD),Scheduled,11:50,Arrival,3,11:50,Lisbon (LIS),2022-12-11
Vueling,VY5071,Madrid (MAD),Scheduled,11:50,Arrival,3,11:50,Lisbon (LIS),2022-12-11
SWISS,LX2086,Zurich (ZRH),Scheduled,11:50,Arrival,3,11:50,Lisbon (LIS),2022-12-11
TAP Air Portugal,TP8204,Zurich (ZRH),Scheduled,11:50,Arrival,3,11:50,Lisbon (LIS),2022-12-11
Lufthansa,LH1166,Frankfurt (FRA),Scheduled,11:25,Arrival,4,11:25,Lisbon (LIS),2022-12-11
Air Canada,AC9062,Frankfurt (FRA),Scheduled,11:25,Arrival,4,11:25,Lisbon (LIS),2022-12-11
Ethiopian Airlines,ET1567,Frankfurt (FRA),Scheduled,11:25,Arrival,4,11:25,Lisbon (LIS),2022-12-11
Austrian,OS7327,Frankfurt (FRA),Scheduled,11:25,Arrival,4,11:25,Lisbon (LIS),2022-12-11
Singapore Airlines,SQ2108,Frankfurt (FRA),Scheduled,11:25,Arrival,4,11:25,Lisbon (LIS),2022-12-11
Thai Airways International,TG7692,Frankfurt (FRA),Scheduled,11:25,Arrival,4,11:25,Lisbon (LIS),2022-12-11
TAP Air Portugal,TP6700,Frankfurt (FRA),Scheduled,11:25,Arrival,4,11:25,Lisbon (LIS),2022-12-11
United Airlines,UA8846,Frankfurt (FRA),Scheduled,11:25,Arrival,4,11:25,Lisbon (LIS),2022-12-11
TAP Air Portugal,TP1696,Funchal (FNC),Scheduled,11:45,Arrival,4,11:45,Lisbon (LIS),2022-12-11
Azul,AD7494,Funchal (FNC),Scheduled,11:45,Arrival,4,11:45,Lisbon (LIS),2022-12-11
Air Baltic,BT5309,Funchal (FNC),Scheduled,11:45,Arrival,4,11:45,Lisbon (LIS),2022-12-11
Emirates,EK4782,Funchal (FNC),Scheduled,11:45,Arrival,4,11:45,Lisbon (LIS),2022-12-11
Luxair,LG1980,Funchal (FNC),Scheduled,11:45,Arrival,4,11:45,Lisbon (LIS),2022-12-11
Lufthansa,LH6941,Funchal (FNC),Scheduled,11:45,Arrival,4,11:45,Lisbon (LIS),2022-12-11
Azores Airlines,S48024,Funchal (FNC),Scheduled,11:45,Arrival,4,11:45,Lisbon (LIS),2022-12-11
Iberia,IB3110,Madrid (MAD),Scheduled,11:50,Arrival,4,11:50,Lisbon (LIS),2022-12-11
American Airlines,AA8640,Madrid (MAD),Scheduled,11:50,Arrival,4,11:50,Lisbon (LIS),2022-12-11
Cathay Pacific,CX1829,Madrid (MAD),Scheduled,11:50,Arrival,4,11:50,Lisbon (LIS),2022-12-11
Qatar Airways,QR5093,Madrid (MAD),Scheduled,11:50,Arrival,4,11:50,Lisbon (LIS),2022-12-11
Vueling,VY5071,Madrid (MAD),Scheduled,11:50,Arrival,4,11:50,Lisbon (LIS),2022-12-11
SWISS,LX2086,Zurich (ZRH),Scheduled,11:50,Arrival,4,11:50,Lisbon (LIS),2022-12-11
TAP Air Portugal,TP8204,Zurich (ZRH),Scheduled,11:50,Arrival,4,11:50,Lisbon (LIS),2022-12-11
Lufthansa,LH1166,Frankfurt (FRA),Scheduled,11:25,Arrival,5,11:25,Lisbon (LIS),2022-12-11
Air Canada,AC9062,Frankfurt (FRA),Scheduled,11:25,Arrival,5,11:25,Lisbon (LIS),2022-12-11
Ethiopian Airlines,ET1567,Frankfurt (FRA),Scheduled,11:25,Arrival,5,11:25,Lisbon (LIS),2022-12-11
Austrian,OS7327,Frankfurt (FRA),Scheduled,11:25,Arrival,5,11:25,Lisbon (LIS),2022-12-11
Singapore Airlines,SQ2108,Frankfurt (FRA),Scheduled,11:25,Arrival,5,11:25,Lisbon (LIS),2022-12-11
Thai Airways International,TG7692,Frankfurt (FRA),Scheduled,11:25,Arrival,5,11:25,Lisbon (LIS),2022-12-11
TAP Air Portugal,TP6700,Frankfurt (FRA),Scheduled,11:25,Arrival,5,11:25,Lisbon (LIS),2022-12-11
United Airlines,UA8846,Frankfurt (FRA),Scheduled,11:25,Arrival,5,11:25,Lisbon (LIS),2022-12-11
TAP Air Portugal,TP1696,Funchal (FNC),Scheduled,11:45,Arrival,5,11:45,Lisbon (LIS),2022-12-11
Azul,AD7494,Funchal (FNC),Scheduled,11:45,Arrival,5,11:45,Lisbon (LIS),2022-12-11
Air Baltic,BT5309,Funchal (FNC),Scheduled,11:45,Arrival,5,11:45,Lisbon (LIS),2022-12-11
Emirates,EK4782,Funchal (FNC),Scheduled,11:45,Arrival,5,11:45,Lisbon (LIS),2022-12-11
Luxair,LG1980,Funchal (FNC),Scheduled,11:45,Arrival,5,11:45,Lisbon (LIS),2022-12-11
Lufthansa,LH6941,Funchal (FNC),Scheduled,11:45,Arrival,5,11:45,Lisbon (LIS),2022-12-11
Azores Airlines,S48024,Funchal (FNC),Scheduled,11:45,Arrival,5,11:45,Lisbon (LIS),2022-12-11
Iberia,IB3110,Madrid (MAD),Scheduled,11:50,Arrival,5,11:50,Lisbon (LIS),2022-12-11
American Airlines,AA8640,Madrid (MAD),Scheduled,11:50,Arrival,5,11:50,Lisbon (LIS),2022-12-11
Cathay Pacific,CX1829,Madrid (MAD),Scheduled,11:50,Arrival,5,11:50,Lisbon (LIS),2022-12-11
Qatar Airways,QR5093,Madrid (MAD),Scheduled,11:50,Arrival,5,11:50,Lisbon (LIS),2022-12-11
Vueling,VY5071,Madrid (MAD),Scheduled,11:50,Arrival,5,11:50,Lisbon (LIS),2022-12-11
SWISS,LX2086,Zurich (ZRH),Scheduled,11:50,Arrival,5,11:50,Lisbon (LIS),2022-12-11
TAP Air Portugal,TP8204,Zurich (ZRH),Scheduled,11:50,Arrival,5,11:50,Lisbon (LIS),2022-12-11
Lufthansa,LH1166,Frankfurt (FRA),Scheduled,11:25,Arrival,6,11:25,Lisbon (LIS),2022-12-11
Air Canada,AC9062,Frankfurt (FRA),Scheduled,11:25,Arrival,6,11:25,Lisbon (LIS),2022-12-11
Ethiopian Airlines,ET1567,Frankfurt (FRA),Scheduled,11:25,Arrival,6,11:25,Lisbon (LIS),2022-12-11
Austrian,OS7327,Frankfurt (FRA),Scheduled,11:25,Arrival,6,11:25,Lisbon (LIS),2022-12-11
Singapore Airlines,SQ2108,Frankfurt (FRA),Scheduled,11:25,Arrival,6,11:25,Lisbon (LIS),2022-12-11
