Airliner,Flight,Origin,Status,Schedule,Type,Order,Schedule_Fix,Destination,Snapshot
TAP Air Portugal,TP1035,Barcelona (BCN),Scheduled,12:25,Arrival,1,00:25,Lisbon (LIS),2023-04-01
Aegean Airlines,A31730,Barcelona (BCN),Scheduled,12:25,Arrival,1,00:25,Lisbon (LIS),2023-04-01
Air Canada,AC2701,Barcelona (BCN),Scheduled,12:25,Arrival,1,00:25,Lisbon (LIS),2023-04-01
Azul,AD7223,Barcelona (BCN),Scheduled,12:25,Arrival,1,00:25,Lisbon (LIS),2023-04-01
SA AVIANCA,AV2495,Barcelona (BCN),Scheduled,12:25,Arrival,1,00:25,Lisbon (LIS),2023-04-01
Emirates,EK4861,Barcelona (BCN),Scheduled,12:25,Arrival,1,00:25,Lisbon (LIS),2023-04-01
El Al,LY9013,Barcelona (BCN),Scheduled,12:25,Arrival,1,00:25,Lisbon (LIS),2023-04-01
Azores Airlines,S48707,Barcelona (BCN),Scheduled,12:25,Arrival,1,00:25,Lisbon (LIS),2023-04-01
Singapore Airlines,SQ2795,Barcelona (BCN),Scheduled,12:25,Arrival,1,00:25,Lisbon (LIS),2023-04-01
United Airlines,UA6862,Barcelona (BCN),Scheduled,12:25,Arrival,1,00:25,Lisbon (LIS),2023-04-01
Emirates,EK191,Dubai (DXB),Scheduled,12:35,Arrival,1,00:35,Lisbon (LIS),2023-04-01
TAP Air Portugal,TP6730,Dubai (DXB),Scheduled,12:35,Arrival,1,00:35,Lisbon (LIS),2023-04-01
Ryanair,FR1080,Stansted (STN),Scheduled,12:35,Arrival,1,00:35,Lisbon (LIS),2023-04-01
TAP Air Portugal,TP1035,Barcelona (BCN),Scheduled,12:25,Arrival,2,12:25,Lisbon (LIS),2023-04-01
Aegean Airlines,A31730,Barcelona (BCN),Scheduled,12:25,Arrival,2,12:25,Lisbon (LIS),2023-04-01
Air Canada,AC2701,Barcelona (BCN),Scheduled,12:25,Arrival,2,12:25,Lisbon (LIS),2023-04-01
Azul,AD7223,Barcelona (BCN),Scheduled,12:25,Arrival,2,12:25,Lisbon (LIS),2023-04-01
SA AVIANCA,AV2495,Barcelona (BCN),Scheduled,12:25,Arrival,2,12:25,Lisbon (LIS),2023-04-01
Emirates,EK4861,Barcelona (BCN),Scheduled,12:25,Arrival,2,12:25,Lisbon (LIS),2023-04-01
El Al,LY9013,Barcelona (BCN),Scheduled,12:25,Arrival,2,12:25,Lisbon (LIS),2023-04-01
Azores Airlines,S48707,Barcelona (BCN),Scheduled,12:25,Arrival,2,12:25,Lisbon (LIS),2023-04-01
Singapore Airlines,SQ2795,Barcelona (BCN),Scheduled,12:25,Arrival,2,12:25,Lisbon (LIS),2023-04-01
United Airlines,UA6862,Barcelona (BCN),Scheduled,12:25,Arrival,2,12:25,Lisbon (LIS),2023-04-01
Emirates,EK191,Dubai (DXB),Scheduled,12:35,Arrival,2,12:35,Lisbon (LIS),2023-04-01
TAP Air Portugal,TP6730,Dubai (DXB),Scheduled,12:35,Arrival,2,12:35,Lisbon (LIS),2023-04-01
Ryanair,FR1080,Stansted (STN),Scheduled,12:35,Arrival,2,12:35,Lisbon (LIS),2023-04-01
TAP Air Portugal,TP1035,Barcelona (BCN),Scheduled,12:25,Arrival,3,12:25,Lisbon (LIS),2023-04-01
Aegean Airlines,A31730,Barcelona (BCN),Scheduled,12:25,Arrival,3,12:25,Lisbon (LIS),2023-04-01
Air Canada,AC2701,Barcelona (BCN),Scheduled,12:25,Arrival,3,12:25,Lisbon (LIS),2023-04-01
Azul,AD7223,Barcelona (BCN),Scheduled,12:25,Arrival,3,12:25,Lisbon (LIS),2023-04-01
SA AVIANCA,AV2495,Barcelona (BCN),Scheduled,12:25,Arrival,3,12:25,Lisbon (LIS),2023-04-01
Emirates,EK4861,Barcelona (BCN),Scheduled,12:25,Arrival,3,12:25,Lisbon (LIS),2023-04-01
El Al,LY9013,Barcelona (BCN),Scheduled,12:25,Arrival,3,12:25,Lisbon (LIS),2023-04-01
Azores Airlines,S48707,Barcelona (BCN),Scheduled,12:25,Arrival,3,12:25,Lisbon (LIS),2023-04-01
Singapore Airlines,SQ2795,Barcelona (BCN),Scheduled,12:25,Arrival,3,12:25,Lisbon (LIS),2023-04-01
United Airlines,UA6862,Barcelona (BCN),Scheduled,12:25,Arrival,3,12:25,Lisbon (LIS),2023-04-01
Emirates,EK191,Dubai (DXB),Scheduled,12:35,Arrival,3,12:35,Lisbon (LIS),2023-04-01
TAP Air Portugal,TP6730,Dubai (DXB),Scheduled,12:35,Arrival,3,12:35,Lisbon (LIS),2023-04-01
Ryanair,FR1080,Stansted (STN),Scheduled,12:35,Arrival,3,12:35,Lisbon (LIS),2023-04-01
TAP Air Portugal,TP1035,Barcelona (BCN),Scheduled,12:25,Arrival,4,12:25,Lisbon (LIS),2023-04-01
Aegean Airlines,A31730,Barcelona (BCN),Scheduled,12:25,Arrival,4,12:25,Lisbon (LIS),2023-04-01
Air Canada,AC2701,Barcelona (BCN),Scheduled,12:25,Arrival,4,12:25,Lisbon (LIS),2023-04-01
Azul,AD7223,Barcelona (BCN),Scheduled,12:25,Arrival,4,12:25,Lisbon (LIS),2023-04-01
SA AVIANCA,AV2495,Barcelona (BCN),Scheduled,12:25,Arrival,4,12:25,Lisbon (LIS),2023-04-01
Emirates,EK4861,Barcelona (BCN),Scheduled,12:25,Arrival,4,12:25,Lisbon (LIS),2023-04-01
El Al,LY9013,Barcelona (BCN),Scheduled,12:25,Arrival,4,12:25,Lisbon (LIS),2023-04-01
Azores Airlines,S48707,Barcelona (BCN),Scheduled,12:25,Arrival,4,12:25,Lisbon (LIS),2023-04-01
Singapore Airlines,SQ2795,Barcelona (BCN),Scheduled,12:25,Arrival,4,12:25,Lisbon (LIS),2023-04-01
United Airlines,UA6862,Barcelona (BCN),Scheduled,12:25,Arrival,4,12:25,Lisbon (LIS),2023-04-01
Emirates,EK191,Dubai (DXB),Scheduled,12:35,Arrival,4,12:35,Lisbon (LIS),2023-04-01
TAP Air Portugal,TP6730,Dubai (DXB),Scheduled,12:35,Arrival,4,12:35,Lisbon (LIS),2023-04-01
Ryanair,FR1080,Stansted (STN),Scheduled,12:35,Arrival,4,12:35,Lisbon (LIS),2023-04-01
TAP Air Portugal,TP1035,Barcelona (BCN),Scheduled,12:25,Arrival,5,12:25,Lisbon (LIS),2023-04-01
Aegean Airlines,A31730,Barcelona (BCN),Scheduled,12:25,Arrival,5,12:25,Lisbon (LIS),2023-04-01
Air Canada,AC2701,Barcelona (BCN),Scheduled,12:25,Arrival,5,12:25,Lisbon (LIS),2023-04-01
Azul,AD7223,Barcelona (BCN),Scheduled,12:25,Arrival,5,12:25,Lisbon (LIS),2023-04-01
SA AVIANCA,AV2495,Barcelona (BCN),Scheduled,12:25,Arrival,5,12:25,Lisbon (LIS),2023-04-01
Emirates,EK4861,Barcelona (BCN),Scheduled,12:25,Arrival,5,12:25,Lisbon (LIS),2023-04-01
El Al,LY9013,Barcelona (BCN),Scheduled,12:25,Arrival,5,12:25,Lisbon (LIS),2023-04-01
Azores Airlines,S48707,Barcelona (BCN),Scheduled,12:25,Arrival,5,12:25,Lisbon (LIS),2023-04-01
Singapore Airlines,SQ2795,Barcelona (BCN),Scheduled,12:25,Arrival,5,12:25,Lisbon (LIS),2023-04-01
United Airlines,UA6862,Barcelona (BCN),Scheduled,12:25,Arrival,5,12:25,Lisbon (LIS),2023-04-01
Emirates,EK191,Dubai (DXB),Scheduled,12:35,Arrival,5,12:35,Lisbon (LIS),2023-04-01
TAP Air Portugal,TP6730,Dubai (DXB),Scheduled,12:35,Arrival,5,12:35,Lisbon (LIS),2023-04-01
Ryanair,FR1080,Stansted (STN),Scheduled,12:35,Arrival,5,12:35,Lisbon (LIS),2023-04-01
TAP Air Portugal,TP1035,Barcelona (BCN),Scheduled,12:25,Arrival,6,12:25,Lisbon (LIS),2023-04-01
Aegean Airlines,A31730,Barcelona (BCN),Scheduled,12:25,Arrival,6,12:25,Lisbon (LIS),2023-04-01
Air Canada,AC2701,Barcelona (BCN),Scheduled,12:25,Arrival,6,12:25,Lisbon (LIS),2023-04-01
Azul,AD7223,Barcelona (BCN),Scheduled,12:25,Arrival,6,12:25,Lisbon (LIS),2023-04-01
SA AVIANCA,AV2495,Barcelona (BCN),Scheduled,12:25,Arrival,6,12:25,Lisbon (LIS),2023-04-01
Emirates,EK4861,Barcelona (BCN),Scheduled,12:25,Arrival,6,12:25,Lisbon (LIS),2023-04-01
El Al,LY9013,Barcelona (BCN),Scheduled,12:25,Arrival,6,12:25,Lisbon (LIS),2023-04-01
Azores Airlines,S48707,Barcelona (BCN),Scheduled,12:25,Arrival,6,12:25,Lisbon (LIS),2023-04-01
Singapore Airlines,SQ2795,Barcelona (BCN),Scheduled,12:25,Arrival,6,12:25,Lisbon (LIS),2023-04-01
