Airliner,Flight,Origin,Status,Schedule,Type,Order,Schedule_Fix,Destination,Snapshot
Emirates,EK191,Dubai (DXB),Scheduled,12:35,Arrival,1,00:35,Lisbon (LIS),2022-09-16
TAP Air Portugal,TP6730,Dubai (DXB),Scheduled,12:35,Arrival,1,00:35,Lisbon (LIS),2022-09-16
Transavia France,TO7644,Orly (ORY),Scheduled,12:40,Arrival,1,00:40,Lisbon (LIS),2022-09-16
easyJet,U21445,Geneva (GVA),Scheduled,12:45,Arrival,1,00:45,Lisbon (LIS),2022-09-16
TAP Air Portugal,TP1437,Casablanca Mohamed V (CMN),Scheduled,12:50,Arrival,1,00:50,Lisbon (LIS),2022-09-16
Azores Airlines,S48303,Casablanca Mohamed V (CMN),Scheduled,12:50,Arrival,1,00:50,Lisbon (LIS),2022-09-16
SWISS,LX2092,Geneva (GVA),Scheduled,12:55,Arrival,1,00:55,Lisbon (LIS),2022-09-16
TAP Air Portugal,TP6758,Geneva (GVA),Scheduled,12:55,Arrival,1,00:55,Lisbon (LIS),2022-09-16
easyJet,U21819,Manchester (MAN),Scheduled,12:55,Arrival,1,00:55,Lisbon (LIS),2022-09-16
SmartWings,QS2061,Oujda (OUD),Scheduled,12:59,Arrival,1,00:59,Lisbon (LIS),2022-09-16
TAP Air Portugal,TP1558,Sao Vicente (VXE),Scheduled,13:00,Arrival,1,13:00,Lisbon (LIS),2022-09-16
Emirates,EK4835,Sao Vicente (VXE),Scheduled,13:00,Arrival,1,13:00,Lisbon (LIS),2022-09-16
Turkish Airlines,TK8143,Sao Vicente (VXE),Scheduled,13:00,Arrival,1,13:00,Lisbon (LIS),2022-09-16
easyJet,U22715,Milan Malpensa (MXP),Scheduled,13:00,Arrival,1,13:00,Lisbon (LIS),2022-09-16
Ryanair,FR3091,Eindhoven (EIN),Scheduled,13:05,Arrival,1,13:05,Lisbon (LIS),2022-09-16
easyJet,U28717,Gatwick (LGW),Scheduled,13:05,Arrival,1,13:05,Lisbon (LIS),2022-09-16
Emirates,EK191,Dubai (DXB),Scheduled,12:35,Arrival,2,12:35,Lisbon (LIS),2022-09-16
TAP Air Portugal,TP6730,Dubai (DXB),Scheduled,12:35,Arrival,2,12:35,Lisbon (LIS),2022-09-16
Transavia France,TO7644,Orly (ORY),Scheduled,12:40,Arrival,2,12:40,Lisbon (LIS),2022-09-16
easyJet,U21445,Geneva (GVA),Scheduled,12:45,Arrival,2,12:45,Lisbon (LIS),2022-09-16
TAP Air Portugal,TP1437,Casablanca Mohamed V (CMN),Scheduled,12:50,Arrival,2,12:50,Lisbon (LIS),2022-09-16
Azores Airlines,S48303,Casablanca Mohamed V (CMN),Scheduled,12:50,Arrival,2,12:50,Lisbon (LIS),2022-09-16
SWISS,LX2092,Geneva (GVA),Scheduled,12:55,Arrival,2,12:55,Lisbon (LIS),2022-09-16
TAP Air Portugal,TP6758,Geneva (GVA),Scheduled,12:55,Arrival,2,12:55,Lisbon (LIS),2022-09-16
easyJet,U21819,Manchester (MAN),Scheduled,12:55,Arrival,2,12:55,Lisbon (LIS),2022-09-16
SmartWings,QS2061,Oujda (OUD),Scheduled,12:59,Arrival,2,12:59,Lisbon (LIS),2022-09-16
TAP Air Portugal,TP1558,Sao Vicente (VXE),Scheduled,13:00,Arrival,2,13:00,Lisbon (LIS),2022-09-16
Emirates,EK4835,Sao Vicente (VXE),Scheduled,13:00,Arrival,2,13:00,Lisbon (LIS),2022-09-16
Turkish Airlines,TK8143,Sao Vicente (VXE),Scheduled,13:00,Arrival,2,13:00,Lisbon (LIS),2022-09-16
easyJet,U22715,Milan Malpensa (MXP),Scheduled,13:00,Arrival,2,13:00,Lisbon (LIS),2022-09-16
Ryanair,FR3091,Eindhoven (EIN),Scheduled,13:05,Arrival,2,13:05,Lisbon (LIS),2022-09-16
easyJet,U28717,Gatwick (LGW),Scheduled,13:05,Arrival,2,13:05,Lisbon (LIS),2022-09-16
Emirates,EK191,Dubai (DXB),Scheduled,12:35,Arrival,3,12:35,Lisbon (LIS),2022-09-16
TAP Air Portugal,TP6730,Dubai (DXB),Scheduled,12:35,Arrival,3,12:35,Lisbon (LIS),2022-09-16
Transavia France,TO7644,Orly (ORY),Scheduled,12:40,Arrival,3,12:40,Lisbon (LIS),2022-09-16
easyJet,U21445,Geneva (GVA),Scheduled,12:45,Arrival,3,12:45,Lisbon (LIS),2022-09-16
TAP Air Portugal,TP1437,Casablanca Mohamed V (CMN),Scheduled,12:50,Arrival,3,12:50,Lisbon (LIS),2022-09-16
Azores Airlines,S48303,Casablanca Mohamed V (CMN),Scheduled,12:50,Arrival,3,12:50,Lisbon (LIS),2022-09-16
SWISS,LX2092,Geneva (GVA),Scheduled,12:55,Arrival,3,12:55,Lisbon (LIS),2022-09-16
TAP Air Portugal,TP6758,Geneva (GVA),Scheduled,12:55,Arrival,3,12:55,Lisbon (LIS),2022-09-16
