Airliner,Flight,Origin,Status,Schedule,Type,Order,Schedule_Fix,Destination,Snapshot
Azores Airlines,S4 128,Ponta Delgada (PDL),Landed,12:50,Arrival,1,00:50,Lisbon (LIS),2022-07-11
TAP Air Portugal,TP 6626,Ponta Delgada (PDL),Landed,12:50,Arrival,1,00:50,Lisbon (LIS),2022-07-11
TAP Air Portugal,TP 1493,Conakry (CKY),Landed (Delayed),05:10,Arrival,2,05:10,Lisbon (LIS),2022-07-11
Air Canada,AC 2644,Conakry (CKY),Landed (Delayed),05:10,Arrival,2,05:10,Lisbon (LIS),2022-07-11
Emirates,EK 4805,Conakry (CKY),Landed (Delayed),05:10,Arrival,2,05:10,Lisbon (LIS),2022-07-11
TAP Air Portugal,TP 82,Sao Paulo Aeroporto Internacional Guarulhos (GRU),Landed,05:20,Arrival,2,05:20,Lisbon (LIS),2022-07-11
Azul,AD 7214,Sao Paulo Aeroporto Internacional Guarulhos (GRU),Landed,05:20,Arrival,2,05:20,Lisbon (LIS),2022-07-11
TAP Air Portugal,TP 74,Rio De Janeiro (GIG),Landed,05:20,Arrival,2,05:20,Lisbon (LIS),2022-07-11
Azul,AD 7278,Rio De Janeiro (GIG),Landed,05:20,Arrival,2,05:20,Lisbon (LIS),2022-07-11
Emirates,EK 4813,Rio De Janeiro (GIG),Landed,05:20,Arrival,2,05:20,Lisbon (LIS),2022-07-11
TAP Air Portugal,TP 1459,Tangier (TNG),Landed,05:25,Arrival,2,05:25,Lisbon (LIS),2022-07-11
TAP Air Portugal,TP 202,Newark (EWR),Landed,05:30,Arrival,2,05:30,Lisbon (LIS),2022-07-11
Air Canada,AC 2704,Newark (EWR),Landed,05:30,Arrival,2,05:30,Lisbon (LIS),2022-07-11
TAP Air Portugal,TP 224,Miami (MIA),Landed,05:35,Arrival,2,05:35,Lisbon (LIS),2022-07-11
TAP Air Portugal,TP 1467,Monastir (MIR),Landed,05:40,Arrival,2,05:40,Lisbon (LIS),2022-07-11
TAP Air Portugal,TP 1528,Accra (ACC),Landed (Delayed),05:45,Arrival,2,05:45,Lisbon (LIS),2022-07-11
TAP Air Portugal,TP 58,Brasília (BSB),Landed (Delayed),05:55,Arrival,2,05:55,Lisbon (LIS),2022-07-11
Azul,AD 7202,Brasília (BSB),Landed (Delayed),05:55,Arrival,2,05:55,Lisbon (LIS),2022-07-11
Emirates,EK 4803,Brasília (BSB),Landed (Delayed),05:55,Arrival,2,05:55,Lisbon (LIS),2022-07-11
ASL Airlines Belgium,3V 4437,Paris Charles De Gaulle (CDG),Landed,05:55,Arrival,2,05:55,Lisbon (LIS),2022-07-11
TAP Air Portugal,TP 1469,Djerba (DJE),Landed,06:05,Arrival,3,06:05,Lisbon (LIS),2022-07-11
TAP Air Portugal,TP 1548,Sal (SID),Landed (Delayed),06:05,Arrival,3,06:05,Lisbon (LIS),2022-07-11
Emirates,EK 4829,Sal (SID),Landed (Delayed),06:05,Arrival,3,06:05,Lisbon (LIS),2022-07-11
Turkish Airlines,TK 8139,Sal (SID),Landed (Delayed),06:05,Arrival,3,06:05,Lisbon (LIS),2022-07-11
TAP Air Portugal,TP 104,Belo Horizonte Tancredo Neves (CNF),Landed (Delayed),06:05,Arrival,3,06:05,Lisbon (LIS),2022-07-11
Azul,AD 7254,Belo Horizonte Tancredo Neves (CNF),Landed (Delayed),06:05,Arrival,3,06:05,Lisbon (LIS),2022-07-11
Emirates,EK 4807,Belo Horizonte Tancredo Neves (CNF),Landed (Delayed),06:05,Arrival,3,06:05,Lisbon (LIS),2022-07-11
TAP Air Portugal,TP 1480, (DSS),Landed,06:05,Arrival,3,06:05,Lisbon (LIS),2022-07-11
Air Canada,AC 2642, (DSS),Landed,06:05,Arrival,3,06:05,Lisbon (LIS),2022-07-11
Emirates,EK 4809, (DSS),Landed,06:05,Arrival,3,06:05,Lisbon (LIS),2022-07-11
TAP Air Portugal,TP 218,Boston (BOS),Landed,06:05,Arrival,3,06:05,Lisbon (LIS),2022-07-11
TAP Air Portugal,TP 1945,Porto (OPO),Landed (Delayed),06:05,Arrival,3,06:05,Lisbon (LIS),2022-07-11
Azul,AD 7319,Porto (OPO),Landed (Delayed),06:05,Arrival,3,06:05,Lisbon (LIS),2022-07-11
Lufthansa,LH 6945,Porto (OPO),Landed (Delayed),06:05,Arrival,3,06:05,Lisbon (LIS),2022-07-11
LOT - Polish Airlines,LO 4720,Porto (OPO),Landed (Delayed),06:05,Arrival,3,06:05,Lisbon (LIS),2022-07-11
Azores Airlines,S4 8006,Porto (OPO),Landed (Delayed),06:05,Arrival,3,06:05,Lisbon (LIS),2022-07-11
