Airliner,Flight,Origin,Status,Schedule,Type,Order,Schedule_Fix,Destination,Snapshot
Emirates,EK191,Dubai (DXB),Scheduled,12:35,Arrival,1,00:35,Lisbon (LIS),2022-10-12
TAP Air Portugal,TP6730,Dubai (DXB),Scheduled,12:35,Arrival,1,00:35,Lisbon (LIS),2022-10-12
easyJet,U21445,Geneva (GVA),Scheduled,12:35,Arrival,1,00:35,Lisbon (LIS),2022-10-12
easyJet,U23759,Paris CDG (CDG),Scheduled,12:40,Arrival,1,00:40,Lisbon (LIS),2022-10-12
Eurowings,EW2604,Stuttgart (STR),Scheduled,12:45,Arrival,1,00:45,Lisbon (LIS),2022-10-12
Ryanair,FR1300,Brussels Charleroi (CRL),Scheduled,12:50,Arrival,1,00:50,Lisbon (LIS),2022-10-12
TAP Air Portugal,TP1123,Alicante (ALC),Scheduled,12:50,Arrival,1,00:50,Lisbon (LIS),2022-10-12
Azul,AD7326,Alicante (ALC),Scheduled,12:50,Arrival,1,00:50,Lisbon (LIS),2022-10-12
Azores Airlines,S48242,Alicante (ALC),Scheduled,12:50,Arrival,1,00:50,Lisbon (LIS),2022-10-12
TAP Air Portugal,TP1437,Casablanca Mohamed V (CMN),Scheduled,12:55,Arrival,1,00:55,Lisbon (LIS),2022-10-12
Azores Airlines,S48303,Casablanca Mohamed V (CMN),Scheduled,12:55,Arrival,1,00:55,Lisbon (LIS),2022-10-12
easyJet,U21819,Manchester (MAN),Scheduled,12:55,Arrival,1,00:55,Lisbon (LIS),2022-10-12
TAP Air Portugal,TP1558,Sao Vicente (VXE),Scheduled,13:00,Arrival,1,13:00,Lisbon (LIS),2022-10-12
Emirates,EK4835,Sao Vicente (VXE),Scheduled,13:00,Arrival,1,13:00,Lisbon (LIS),2022-10-12
Turkish Airlines,TK8143,Sao Vicente (VXE),Scheduled,13:00,Arrival,1,13:00,Lisbon (LIS),2022-10-12
easyJet,U28717,Gatwick (LGW),Scheduled,13:00,Arrival,1,13:00,Lisbon (LIS),2022-10-12
easyJet,U22715,Milan Malpensa (MXP),Scheduled,13:10,Arrival,1,13:10,Lisbon (LIS),2022-10-12
Privilege Style,P62004,Paris CDG (CDG),Scheduled,13:17,Arrival,1,13:17,Lisbon (LIS),2022-10-12
TAP Air Portugal,TP1339,Gatwick (LGW),Scheduled,13:20,Arrival,1,13:20,Lisbon (LIS),2022-10-12
Air Baltic,BT5294,Gatwick (LGW),Scheduled,13:20,Arrival,1,13:20,Lisbon (LIS),2022-10-12
Azores Airlines,S48607,Gatwick (LGW),Scheduled,13:20,Arrival,1,13:20,Lisbon (LIS),2022-10-12
TAP Air Portugal,TP1453,Marrakesch (RAK),Scheduled,13:20,Arrival,1,13:20,Lisbon (LIS),2022-10-12
Azores Airlines,S48308,Marrakesch (RAK),Scheduled,13:20,Arrival,1,13:20,Lisbon (LIS),2022-10-12
TAP Air Portugal,TP433,Paris Orly (ORY),Scheduled,13:25,Arrival,1,13:25,Lisbon (LIS),2022-10-12
Azores Airlines,S48931,Paris Orly (ORY),Scheduled,13:25,Arrival,1,13:25,Lisbon (LIS),2022-10-12
TAP Air Portugal,TP491,Toulouse (TLS),Scheduled,13:25,Arrival,1,13:25,Lisbon (LIS),2022-10-12
Vueling,VY8466,Barcelona (BCN),Scheduled,13:25,Arrival,1,13:25,Lisbon (LIS),2022-10-12
Iberia,IB5864,Barcelona (BCN),Scheduled,13:25,Arrival,1,13:25,Lisbon (LIS),2022-10-12
LATAM Airlines,LA5773,Barcelona (BCN),Scheduled,13:25,Arrival,1,13:25,Lisbon (LIS),2022-10-12
Qatar Airways,QR3614,Barcelona (BCN),Scheduled,13:25,Arrival,1,13:25,Lisbon (LIS),2022-10-12
Lufthansa,LH1778,München (MUC),Scheduled,13:30,Arrival,1,13:30,Lisbon (LIS),2022-10-12
Air Canada,AC9142,München (MUC),Scheduled,13:30,Arrival,1,13:30,Lisbon (LIS),2022-10-12
Austrian,OS7487,München (MUC),Scheduled,13:30,Arrival,1,13:30,Lisbon (LIS),2022-10-12
SAS,SK3264,München (MUC),Scheduled,13:30,Arrival,1,13:30,Lisbon (LIS),2022-10-12
TAP Air Portugal,TP6720,München (MUC),Scheduled,13:30,Arrival,1,13:30,Lisbon (LIS),2022-10-12
United Airlines,UA8938,München (MUC),Scheduled,13:30,Arrival,1,13:30,Lisbon (LIS),2022-10-12
Swiftair,WT131,Funchal (FNC),Scheduled,13:30,Arrival,1,13:30,Lisbon (LIS),2022-10-12
TAP Air Portugal,TP1323,Dublin (DUB),Scheduled,13:35,Arrival,1,13:35,Lisbon (LIS),2022-10-12
Azores Airlines,S48297,Dublin (DUB),Scheduled,13:35,Arrival,1,13:35,Lisbon (LIS),2022-10-12
Emirates,EK191,Dubai (DXB),Scheduled,12:35,Arrival,2,12:35,Lisbon (LIS),2022-10-12
TAP Air Portugal,TP6730,Dubai (DXB),Scheduled,12:35,Arrival,2,12:35,Lisbon (LIS),2022-10-12
easyJet,U21445,Geneva (GVA),Scheduled,12:35,Arrival,2,12:35,Lisbon (LIS),2022-10-12
easyJet,U23759,Paris CDG (CDG),Scheduled,12:40,Arrival,2,12:40,Lisbon (LIS),2022-10-12
Eurowings,EW2604,Stuttgart (STR),Scheduled,12:45,Arrival,2,12:45,Lisbon (LIS),2022-10-12
Ryanair,FR1300,Brussels Charleroi (CRL),Scheduled,12:50,Arrival,2,12:50,Lisbon (LIS),2022-10-12
TAP Air Portugal,TP1123,Alicante (ALC),Scheduled,12:50,Arrival,2,12:50,Lisbon (LIS),2022-10-12
Azul,AD7326,Alicante (ALC),Scheduled,12:50,Arrival,2,12:50,Lisbon (LIS),2022-10-12
Azores Airlines,S48242,Alicante (ALC),Scheduled,12:50,Arrival,2,12:50,Lisbon (LIS),2022-10-12
TAP Air Portugal,TP1437,Casablanca Mohamed V (CMN),Scheduled,12:55,Arrival,2,12:55,Lisbon (LIS),2022-10-12
Azores Airlines,S48303,Casablanca Mohamed V (CMN),Scheduled,12:55,Arrival,2,12:55,Lisbon (LIS),2022-10-12
easyJet,U21819,Manchester (MAN),Scheduled,12:55,Arrival,2,12:55,Lisbon (LIS),2022-10-12
TAP Air Portugal,TP1558,Sao Vicente (VXE),Scheduled,13:00,Arrival,2,13:00,Lisbon (LIS),2022-10-12
Emirates,EK4835,Sao Vicente (VXE),Scheduled,13:00,Arrival,2,13:00,Lisbon (LIS),2022-10-12
Turkish Airlines,TK8143,Sao Vicente (VXE),Scheduled,13:00,Arrival,2,13:00,Lisbon (LIS),2022-10-12
easyJet,U28717,Gatwick (LGW),Scheduled,13:00,Arrival,2,13:00,Lisbon (LIS),2022-10-12
easyJet,U22715,Milan Malpensa (MXP),Scheduled,13:10,Arrival,2,13:10,Lisbon (LIS),2022-10-12
Privilege Style,P62004,Paris CDG (CDG),Scheduled,13:17,Arrival,2,13:17,Lisbon (LIS),2022-10-12
