Airliner,Flight,Origin,Status,Schedule,Type,Order,Schedule_Fix,Destination,Snapshot
Royal Air Maroc,AT980,Casablanca Mohamed V (CMN),Scheduled,11:35,Arrival,1,11:35,Lisbon (LIS),2023-03-16
Qatar Airways,QR4533,Casablanca Mohamed V (CMN),Scheduled,11:35,Arrival,1,11:35,Lisbon (LIS),2023-03-16
Lufthansa,LH1166,Frankfurt (FRA),Scheduled,11:35,Arrival,1,11:35,Lisbon (LIS),2023-03-16
Air Canada,AC9062,Frankfurt (FRA),Scheduled,11:35,Arrival,1,11:35,Lisbon (LIS),2023-03-16
Ethiopian Airlines,ET1567,Frankfurt (FRA),Scheduled,11:35,Arrival,1,11:35,Lisbon (LIS),2023-03-16
Austrian,OS7327,Frankfurt (FRA),Scheduled,11:35,Arrival,1,11:35,Lisbon (LIS),2023-03-16
Singapore Airlines,SQ2108,Frankfurt (FRA),Scheduled,11:35,Arrival,1,11:35,Lisbon (LIS),2023-03-16
Thai Airways International,TG7692,Frankfurt (FRA),Scheduled,11:35,Arrival,1,11:35,Lisbon (LIS),2023-03-16
TAP Air Portugal,TP6700,Frankfurt (FRA),Scheduled,11:35,Arrival,1,11:35,Lisbon (LIS),2023-03-16
United Airlines,UA8846,Frankfurt (FRA),Scheduled,11:35,Arrival,1,11:35,Lisbon (LIS),2023-03-16
easyJet,U27642,Nantes (NTE),Scheduled,11:35,Arrival,1,11:35,Lisbon (LIS),2023-03-16
TAP Air Portugal,TP204,Newark (EWR),Scheduled,11:40,Arrival,1,11:40,Lisbon (LIS),2023-03-16
Air Canada,AC2661,Newark (EWR),Scheduled,11:40,Arrival,1,11:40,Lisbon (LIS),2023-03-16
Royal Air Maroc,AT980,Casablanca Mohamed V (CMN),Scheduled,11:35,Arrival,2,11:35,Lisbon (LIS),2023-03-16
Qatar Airways,QR4533,Casablanca Mohamed V (CMN),Scheduled,11:35,Arrival,2,11:35,Lisbon (LIS),2023-03-16
Lufthansa,LH1166,Frankfurt (FRA),Scheduled,11:35,Arrival,2,11:35,Lisbon (LIS),2023-03-16
Air Canada,AC9062,Frankfurt (FRA),Scheduled,11:35,Arrival,2,11:35,Lisbon (LIS),2023-03-16
Ethiopian Airlines,ET1567,Frankfurt (FRA),Scheduled,11:35,Arrival,2,11:35,Lisbon (LIS),2023-03-16
Austrian,OS7327,Frankfurt (FRA),Scheduled,11:35,Arrival,2,11:35,Lisbon (LIS),2023-03-16
Singapore Airlines,SQ2108,Frankfurt (FRA),Scheduled,11:35,Arrival,2,11:35,Lisbon (LIS),2023-03-16
Thai Airways International,TG7692,Frankfurt (FRA),Scheduled,11:35,Arrival,2,11:35,Lisbon (LIS),2023-03-16
