Airliner,Flight,Origin,Status,Schedule,Type,Order,Schedule_Fix,Destination,Snapshot
Emirates,EK191,Dubai (DXB),Scheduled,12:35,Arrival,1,00:35,Lisbon (LIS),2022-10-22
TAP Air Portugal,TP6730,Dubai (DXB),Scheduled,12:35,Arrival,1,00:35,Lisbon (LIS),2022-10-22
Ryanair,FR1792,Luxembourg (LUX),Scheduled,12:45,Arrival,1,00:45,Lisbon (LIS),2022-10-22
TAP Air Portugal,TP1437,Casablanca Mohamed V (CMN),Scheduled,12:50,Arrival,1,00:50,Lisbon (LIS),2022-10-22
Azores Airlines,S48303,Casablanca Mohamed V (CMN),Scheduled,12:50,Arrival,1,00:50,Lisbon (LIS),2022-10-22
Emirates,EK191,Dubai (DXB),Scheduled,12:35,Arrival,2,12:35,Lisbon (LIS),2022-10-22
TAP Air Portugal,TP6730,Dubai (DXB),Scheduled,12:35,Arrival,2,12:35,Lisbon (LIS),2022-10-22
Ryanair,FR1792,Luxembourg (LUX),Scheduled,12:45,Arrival,2,12:45,Lisbon (LIS),2022-10-22
TAP Air Portugal,TP1437,Casablanca Mohamed V (CMN),Scheduled,12:50,Arrival,2,12:50,Lisbon (LIS),2022-10-22
Azores Airlines,S48303,Casablanca Mohamed V (CMN),Scheduled,12:50,Arrival,2,12:50,Lisbon (LIS),2022-10-22
Emirates,EK191,Dubai (DXB),Scheduled,12:35,Arrival,3,12:35,Lisbon (LIS),2022-10-22
TAP Air Portugal,TP6730,Dubai (DXB),Scheduled,12:35,Arrival,3,12:35,Lisbon (LIS),2022-10-22
Ryanair,FR1792,Luxembourg (LUX),Scheduled,12:45,Arrival,3,12:45,Lisbon (LIS),2022-10-22
TAP Air Portugal,TP1437,Casablanca Mohamed V (CMN),Scheduled,12:50,Arrival,3,12:50,Lisbon (LIS),2022-10-22
Azores Airlines,S48303,Casablanca Mohamed V (CMN),Scheduled,12:50,Arrival,3,12:50,Lisbon (LIS),2022-10-22
Emirates,EK191,Dubai (DXB),Scheduled,12:35,Arrival,4,12:35,Lisbon (LIS),2022-10-22
TAP Air Portugal,TP6730,Dubai (DXB),Scheduled,12:35,Arrival,4,12:35,Lisbon (LIS),2022-10-22
Ryanair,FR1792,Luxembourg (LUX),Scheduled,12:45,Arrival,4,12:45,Lisbon (LIS),2022-10-22
