Airliner,Flight,Origin,Status,Schedule,Type,Order,Schedule_Fix,Destination,Snapshot
Hi Fly,5K650,Luanda (LAD),Scheduled,11:27,Arrival,1,11:27,Lisbon (LIS),2023-03-20
Hi Fly,5K650,Luanda (LAD),Scheduled,11:27,Arrival,1,11:27,Lisbon (LIS),2023-03-20
Royal Air Maroc,AT980,Casablanca Mohamed V (CMN),Scheduled,11:35,Arrival,1,11:35,Lisbon (LIS),2023-03-20
Qatar Airways,QR4533,Casablanca Mohamed V (CMN),Scheduled,11:35,Arrival,1,11:35,Lisbon (LIS),2023-03-20
TAP Air Portugal,TP204,Newark (EWR),Scheduled,11:40,Arrival,1,11:40,Lisbon (LIS),2023-03-20
Air Canada,AC2661,Newark (EWR),Scheduled,11:40,Arrival,1,11:40,Lisbon (LIS),2023-03-20
easyJet,U27340,Las Palmas (LPA),Scheduled,11:40,Arrival,1,11:40,Lisbon (LIS),2023-03-20
TAP Air Portugal,TP1696,Funchal (FNC),Scheduled,11:45,Arrival,1,11:45,Lisbon (LIS),2023-03-20
Azul,AD7494,Funchal (FNC),Scheduled,11:45,Arrival,1,11:45,Lisbon (LIS),2023-03-20
Air Baltic,BT5309,Funchal (FNC),Scheduled,11:45,Arrival,1,11:45,Lisbon (LIS),2023-03-20
Emirates,EK4782,Funchal (FNC),Scheduled,11:45,Arrival,1,11:45,Lisbon (LIS),2023-03-20
Luxair,LG1980,Funchal (FNC),Scheduled,11:45,Arrival,1,11:45,Lisbon (LIS),2023-03-20
Lufthansa,LH6941,Funchal (FNC),Scheduled,11:45,Arrival,1,11:45,Lisbon (LIS),2023-03-20
LOT - Polish Airlines,LO4746,Funchal (FNC),Scheduled,11:45,Arrival,1,11:45,Lisbon (LIS),2023-03-20
Azores Airlines,S48024,Funchal (FNC),Scheduled,11:45,Arrival,1,11:45,Lisbon (LIS),2023-03-20
Iberia,IB3110,Madrid (MAD),Scheduled,11:50,Arrival,1,11:50,Lisbon (LIS),2023-03-20
American Airlines,AA8640,Madrid (MAD),Scheduled,11:50,Arrival,1,11:50,Lisbon (LIS),2023-03-20
Cathay Pacific,CX1829,Madrid (MAD),Scheduled,11:50,Arrival,1,11:50,Lisbon (LIS),2023-03-20
Qatar Airways,QR5093,Madrid (MAD),Scheduled,11:50,Arrival,1,11:50,Lisbon (LIS),2023-03-20
Vueling,VY5071,Madrid (MAD),Scheduled,11:50,Arrival,1,11:50,Lisbon (LIS),2023-03-20
Hi Fly,5K650,Luanda (LAD),Scheduled,11:27,Arrival,2,11:27,Lisbon (LIS),2023-03-20
Hi Fly,5K650,Luanda (LAD),Scheduled,11:27,Arrival,2,11:27,Lisbon (LIS),2023-03-20
Royal Air Maroc,AT980,Casablanca Mohamed V (CMN),Scheduled,11:35,Arrival,2,11:35,Lisbon (LIS),2023-03-20
Qatar Airways,QR4533,Casablanca Mohamed V (CMN),Scheduled,11:35,Arrival,2,11:35,Lisbon (LIS),2023-03-20
TAP Air Portugal,TP204,Newark (EWR),Scheduled,11:40,Arrival,2,11:40,Lisbon (LIS),2023-03-20
Air Canada,AC2661,Newark (EWR),Scheduled,11:40,Arrival,2,11:40,Lisbon (LIS),2023-03-20
easyJet,U27340,Las Palmas (LPA),Scheduled,11:40,Arrival,2,11:40,Lisbon (LIS),2023-03-20
TAP Air Portugal,TP1696,Funchal (FNC),Scheduled,11:45,Arrival,2,11:45,Lisbon (LIS),2023-03-20
Azul,AD7494,Funchal (FNC),Scheduled,11:45,Arrival,2,11:45,Lisbon (LIS),2023-03-20
Air Baltic,BT5309,Funchal (FNC),Scheduled,11:45,Arrival,2,11:45,Lisbon (LIS),2023-03-20
Emirates,EK4782,Funchal (FNC),Scheduled,11:45,Arrival,2,11:45,Lisbon (LIS),2023-03-20
Luxair,LG1980,Funchal (FNC),Scheduled,11:45,Arrival,2,11:45,Lisbon (LIS),2023-03-20
Lufthansa,LH6941,Funchal (FNC),Scheduled,11:45,Arrival,2,11:45,Lisbon (LIS),2023-03-20
LOT - Polish Airlines,LO4746,Funchal (FNC),Scheduled,11:45,Arrival,2,11:45,Lisbon (LIS),2023-03-20
Azores Airlines,S48024,Funchal (FNC),Scheduled,11:45,Arrival,2,11:45,Lisbon (LIS),2023-03-20
Iberia,IB3110,Madrid (MAD),Scheduled,11:50,Arrival,2,11:50,Lisbon (LIS),2023-03-20
American Airlines,AA8640,Madrid (MAD),Scheduled,11:50,Arrival,2,11:50,Lisbon (LIS),2023-03-20
Cathay Pacific,CX1829,Madrid (MAD),Scheduled,11:50,Arrival,2,11:50,Lisbon (LIS),2023-03-20
Qatar Airways,QR5093,Madrid (MAD),Scheduled,11:50,Arrival,2,11:50,Lisbon (LIS),2023-03-20
Vueling,VY5071,Madrid (MAD),Scheduled,11:50,Arrival,2,11:50,Lisbon (LIS),2023-03-20
Hi Fly,5K650,Luanda (LAD),Scheduled,11:27,Arrival,3,11:27,Lisbon (LIS),2023-03-20
Hi Fly,5K650,Luanda (LAD),Scheduled,11:27,Arrival,3,11:27,Lisbon (LIS),2023-03-20
Royal Air Maroc,AT980,Casablanca Mohamed V (CMN),Scheduled,11:35,Arrival,3,11:35,Lisbon (LIS),2023-03-20
Qatar Airways,QR4533,Casablanca Mohamed V (CMN),Scheduled,11:35,Arrival,3,11:35,Lisbon (LIS),2023-03-20
