Airliner,Flight,Origin,Status,Schedule,Type,Order,Schedule_Fix,Destination,Snapshot
Airlec Air Espace,421,Bordeaux (BOD),Scheduled,02:44,Arrival,1,02:44,Lisbon (LIS),2023-01-09
TAP Air Portugal,TP286,Luanda (LAD),Scheduled,03:10,Arrival,1,03:10,Lisbon (LIS),2023-01-09
Airlec Air Espace,421,Bordeaux (BOD),Scheduled,03:44,Arrival,1,03:44,Lisbon (LIS),2023-01-09
TAP Air Portugal,TP1491,Conakry (CKY),Scheduled,03:55,Arrival,1,03:55,Lisbon (LIS),2023-01-09
Air Canada,AC2644,Conakry (CKY),Scheduled,03:55,Arrival,1,03:55,Lisbon (LIS),2023-01-09
Emirates,EK4805,Conakry (CKY),Scheduled,03:55,Arrival,1,03:55,Lisbon (LIS),2023-01-09
TAP Air Portugal,TP1528,Accra (ACC),Scheduled,04:35,Arrival,1,04:35,Lisbon (LIS),2023-01-09
ASL Airlines Ireland,AG4437,Porto (OPO),Scheduled,04:41,Arrival,1,04:41,Lisbon (LIS),2023-01-09
TAP Air Portugal,TP74,Rio De Janeiro (GIG),Scheduled,05:10,Arrival,1,05:10,Lisbon (LIS),2023-01-09
Azul,AD7278,Rio De Janeiro (GIG),Scheduled,05:10,Arrival,1,05:10,Lisbon (LIS),2023-01-09
TAP Air Portugal,TP82,Sao Paulo Aeroporto Internacional Guarulhos (GRU),Scheduled,05:15,Arrival,1,05:15,Lisbon (LIS),2023-01-09
Azul,AD7214,Sao Paulo Aeroporto Internacional Guarulhos (GRU),Scheduled,05:15,Arrival,1,05:15,Lisbon (LIS),2023-01-09
TAP Air Portugal,TP202,Newark (EWR),Scheduled,05:25,Arrival,1,05:25,Lisbon (LIS),2023-01-09
Air Canada,AC2704,Newark (EWR),Scheduled,05:25,Arrival,1,05:25,Lisbon (LIS),2023-01-09
TAP Air Portugal,TP224,Miami (MIA),Scheduled,05:30,Arrival,1,05:30,Lisbon (LIS),2023-01-09
TAP Air Portugal,TP218,Boston (BOS),Scheduled,05:35,Arrival,1,05:35,Lisbon (LIS),2023-01-09
TAP Air Portugal,TP104,Belo Horizonte Tancredo Neves (CNF),Scheduled,05:55,Arrival,1,05:55,Lisbon (LIS),2023-01-09
Azul,AD7254,Belo Horizonte Tancredo Neves (CNF),Scheduled,05:55,Arrival,1,05:55,Lisbon (LIS),2023-01-09
Emirates,EK4807,Belo Horizonte Tancredo Neves (CNF),Scheduled,05:55,Arrival,1,05:55,Lisbon (LIS),2023-01-09
Hi Fly,5K652,Luanda (LAD),Scheduled,05:56,Arrival,1,05:56,Lisbon (LIS),2023-01-09
TAP Air Portugal,TP1482, (DSS),Scheduled,06:00,Arrival,1,06:00,Lisbon (LIS),2023-01-09
Air Canada,AC2642, (DSS),Scheduled,06:00,Arrival,1,06:00,Lisbon (LIS),2023-01-09
Emirates,EK4809, (DSS),Scheduled,06:00,Arrival,1,06:00,Lisbon (LIS),2023-01-09
TAP Air Portugal,TP1548,Sal (SID),Scheduled,06:00,Arrival,1,06:00,Lisbon (LIS),2023-01-09
Turkish Airlines,TK8139,Sal (SID),Scheduled,06:00,Arrival,1,06:00,Lisbon (LIS),2023-01-09
TAP Air Portugal,TP1690,Funchal (FNC),Scheduled,06:00,Arrival,1,06:00,Lisbon (LIS),2023-01-09
Azul,AD7281,Funchal (FNC),Scheduled,06:00,Arrival,1,06:00,Lisbon (LIS),2023-01-09
Emirates,EK4776,Funchal (FNC),Scheduled,06:00,Arrival,1,06:00,Lisbon (LIS),2023-01-09
Beijing Capital Airlines,JD5440,Funchal (FNC),Scheduled,06:00,Arrival,1,06:00,Lisbon (LIS),2023-01-09
Luxair,LG1978,Funchal (FNC),Scheduled,06:00,Arrival,1,06:00,Lisbon (LIS),2023-01-09
Lufthansa,LH6963,Funchal (FNC),Scheduled,06:00,Arrival,1,06:00,Lisbon (LIS),2023-01-09
LOT - Polish Airlines,LO4744,Funchal (FNC),Scheduled,06:00,Arrival,1,06:00,Lisbon (LIS),2023-01-09
Azores Airlines,S48016,Funchal (FNC),Scheduled,06:00,Arrival,1,06:00,Lisbon (LIS),2023-01-09
United Airlines,UA6877,Funchal (FNC),Scheduled,06:00,Arrival,1,06:00,Lisbon (LIS),2023-01-09
TAP Air Portugal,TP1925,Porto (OPO),Scheduled,06:00,Arrival,1,06:00,Lisbon (LIS),2023-01-09
Azul,AD7315,Porto (OPO),Scheduled,06:00,Arrival,1,06:00,Lisbon (LIS),2023-01-09
Lufthansa,LH6945,Porto (OPO),Scheduled,06:00,Arrival,1,06:00,Lisbon (LIS),2023-01-09
Azores Airlines,S48413,Porto (OPO),Scheduled,06:00,Arrival,1,06:00,Lisbon (LIS),2023-01-09
Hi Fly,5K650,Luanda (LAD),Scheduled,06:10,Arrival,1,06:10,Lisbon (LIS),2023-01-09
TAP Air Portugal,TP58,Brasília (BSB),Scheduled,06:10,Arrival,1,06:10,Lisbon (LIS),2023-01-09
Azul,AD7202,Brasília (BSB),Scheduled,06:10,Arrival,1,06:10,Lisbon (LIS),2023-01-09
Emirates,EK4803,Brasília (BSB),Scheduled,06:10,Arrival,1,06:10,Lisbon (LIS),2023-01-09
LATAM Airlines,LA8146,Sao Paulo Aeroporto Internacional Guarulhos (GRU),Scheduled,06:15,Arrival,1,06:15,Lisbon (LIS),2023-01-09
Airlec Air Espace,421,Bordeaux (BOD),Scheduled,02:44,Arrival,2,02:44,Lisbon (LIS),2023-01-09
TAP Air Portugal,TP286,Luanda (LAD),Scheduled,03:10,Arrival,2,03:10,Lisbon (LIS),2023-01-09
Airlec Air Espace,421,Bordeaux (BOD),Scheduled,03:44,Arrival,2,03:44,Lisbon (LIS),2023-01-09
TAP Air Portugal,TP1491,Conakry (CKY),Scheduled,03:55,Arrival,2,03:55,Lisbon (LIS),2023-01-09
Air Canada,AC2644,Conakry (CKY),Scheduled,03:55,Arrival,2,03:55,Lisbon (LIS),2023-01-09
Emirates,EK4805,Conakry (CKY),Scheduled,03:55,Arrival,2,03:55,Lisbon (LIS),2023-01-09
TAP Air Portugal,TP1528,Accra (ACC),Scheduled,04:35,Arrival,2,04:35,Lisbon (LIS),2023-01-09
ASL Airlines Ireland,AG4437,Porto (OPO),Scheduled,04:41,Arrival,2,04:41,Lisbon (LIS),2023-01-09
TAP Air Portugal,TP74,Rio De Janeiro (GIG),Scheduled,05:10,Arrival,2,05:10,Lisbon (LIS),2023-01-09
Azul,AD7278,Rio De Janeiro (GIG),Scheduled,05:10,Arrival,2,05:10,Lisbon (LIS),2023-01-09
TAP Air Portugal,TP82,Sao Paulo Aeroporto Internacional Guarulhos (GRU),Scheduled,05:15,Arrival,2,05:15,Lisbon (LIS),2023-01-09
Azul,AD7214,Sao Paulo Aeroporto Internacional Guarulhos (GRU),Scheduled,05:15,Arrival,2,05:15,Lisbon (LIS),2023-01-09
TAP Air Portugal,TP202,Newark (EWR),Scheduled,05:25,Arrival,2,05:25,Lisbon (LIS),2023-01-09
Air Canada,AC2704,Newark (EWR),Scheduled,05:25,Arrival,2,05:25,Lisbon (LIS),2023-01-09
TAP Air Portugal,TP224,Miami (MIA),Scheduled,05:30,Arrival,2,05:30,Lisbon (LIS),2023-01-09
TAP Air Portugal,TP218,Boston (BOS),Scheduled,05:35,Arrival,2,05:35,Lisbon (LIS),2023-01-09
TAP Air Portugal,TP104,Belo Horizonte Tancredo Neves (CNF),Scheduled,05:55,Arrival,2,05:55,Lisbon (LIS),2023-01-09
Azul,AD7254,Belo Horizonte Tancredo Neves (CNF),Scheduled,05:55,Arrival,2,05:55,Lisbon (LIS),2023-01-09
Emirates,EK4807,Belo Horizonte Tancredo Neves (CNF),Scheduled,05:55,Arrival,2,05:55,Lisbon (LIS),2023-01-09
Hi Fly,5K652,Luanda (LAD),Scheduled,05:56,Arrival,2,05:56,Lisbon (LIS),2023-01-09
TAP Air Portugal,TP1482, (DSS),Scheduled,06:00,Arrival,2,06:00,Lisbon (LIS),2023-01-09
Air Canada,AC2642, (DSS),Scheduled,06:00,Arrival,2,06:00,Lisbon (LIS),2023-01-09
Emirates,EK4809, (DSS),Scheduled,06:00,Arrival,2,06:00,Lisbon (LIS),2023-01-09
TAP Air Portugal,TP1548,Sal (SID),Scheduled,06:00,Arrival,2,06:00,Lisbon (LIS),2023-01-09
Turkish Airlines,TK8139,Sal (SID),Scheduled,06:00,Arrival,2,06:00,Lisbon (LIS),2023-01-09
TAP Air Portugal,TP1690,Funchal (FNC),Scheduled,06:00,Arrival,2,06:00,Lisbon (LIS),2023-01-09
Azul,AD7281,Funchal (FNC),Scheduled,06:00,Arrival,2,06:00,Lisbon (LIS),2023-01-09
Emirates,EK4776,Funchal (FNC),Scheduled,06:00,Arrival,2,06:00,Lisbon (LIS),2023-01-09
