Airliner,Flight,Origin,Status,Schedule,Type,Order,Schedule_Fix,Destination,Snapshot
Azores Airlines,S4 128,Ponta Delgada (PDL),Landed,01:05,Arrival,1,01:05,Lisbon (LIS),2022-07-04
TAP Air Portugal,TP 6626,Ponta Delgada (PDL),Landed,01:05,Arrival,1,01:05,Lisbon (LIS),2022-07-04
TAP Air Portugal,TP 1493,Conakry (CKY),En Route (Delayed),05:10,Arrival,2,05:10,Lisbon (LIS),2022-07-04
Air Canada,AC 2644,Conakry (CKY),En Route (Delayed),05:10,Arrival,2,05:10,Lisbon (LIS),2022-07-04
Emirates,EK 4805,Conakry (CKY),En Route (Delayed),05:10,Arrival,2,05:10,Lisbon (LIS),2022-07-04
TAP Air Portugal,TP 82,Sao Paulo Aeroporto Internacional Guarulhos (GRU),En Route,05:20,Arrival,2,05:20,Lisbon (LIS),2022-07-04
Azul,AD 7214,Sao Paulo Aeroporto Internacional Guarulhos (GRU),En Route,05:20,Arrival,2,05:20,Lisbon (LIS),2022-07-04
TAP Air Portugal,TP 74,Rio De Janeiro (GIG),En Route,05:20,Arrival,2,05:20,Lisbon (LIS),2022-07-04
Azul,AD 7278,Rio De Janeiro (GIG),En Route,05:20,Arrival,2,05:20,Lisbon (LIS),2022-07-04
Emirates,EK 4813,Rio De Janeiro (GIG),En Route,05:20,Arrival,2,05:20,Lisbon (LIS),2022-07-04
TAP Air Portugal,TP 1459,Tangier (TNG),Scheduled,05:25,Arrival,2,05:25,Lisbon (LIS),2022-07-04
TAP Air Portugal,TP 202,Newark (EWR),En Route,05:30,Arrival,2,05:30,Lisbon (LIS),2022-07-04
Air Canada,AC 2704,Newark (EWR),En Route,05:30,Arrival,2,05:30,Lisbon (LIS),2022-07-04
TAP Air Portugal,TP 224,Miami (MIA),En Route (Delayed),05:35,Arrival,2,05:35,Lisbon (LIS),2022-07-04
TAP Air Portugal,TP 1467,Monastir (MIR),Scheduled,05:40,Arrival,2,05:40,Lisbon (LIS),2022-07-04
TAP Air Portugal,TP 58,Brasília (BSB),En Route,05:55,Arrival,2,05:55,Lisbon (LIS),2022-07-04
Azul,AD 7202,Brasília (BSB),En Route,05:55,Arrival,2,05:55,Lisbon (LIS),2022-07-04
Emirates,EK 4803,Brasília (BSB),En Route,05:55,Arrival,2,05:55,Lisbon (LIS),2022-07-04
ASL Airlines Belgium,3V 4437,Paris Charles De Gaulle (CDG),Scheduled,05:55,Arrival,2,05:55,Lisbon (LIS),2022-07-04
TAP Air Portugal,TP 2334,Praia (RAI),Scheduled (Delayed),06:05,Arrival,3,06:05,Lisbon (LIS),2022-07-04
TAP Air Portugal,TP 1945,Porto (OPO),Scheduled,06:05,Arrival,3,06:05,Lisbon (LIS),2022-07-04
Azul,AD 7319,Porto (OPO),Scheduled,06:05,Arrival,3,06:05,Lisbon (LIS),2022-07-04
Lufthansa,LH 6945,Porto (OPO),Scheduled,06:05,Arrival,3,06:05,Lisbon (LIS),2022-07-04
LOT - Polish Airlines,LO 4720,Porto (OPO),Scheduled,06:05,Arrival,3,06:05,Lisbon (LIS),2022-07-04
Azores Airlines,S4 8006,Porto (OPO),Scheduled,06:05,Arrival,3,06:05,Lisbon (LIS),2022-07-04
United Airlines,UA 6857,Porto (OPO),Scheduled,06:05,Arrival,3,06:05,Lisbon (LIS),2022-07-04
TAP Air Portugal,TP 104,Belo Horizonte Tancredo Neves (CNF),En Route (Delayed),06:05,Arrival,3,06:05,Lisbon (LIS),2022-07-04
Azul,AD 7254,Belo Horizonte Tancredo Neves (CNF),En Route (Delayed),06:05,Arrival,3,06:05,Lisbon (LIS),2022-07-04
Emirates,EK 4807,Belo Horizonte Tancredo Neves (CNF),En Route (Delayed),06:05,Arrival,3,06:05,Lisbon (LIS),2022-07-04
TAP Air Portugal,TP 1480, (DSS),Scheduled (Delayed),06:05,Arrival,3,06:05,Lisbon (LIS),2022-07-04
Air Canada,AC 2642, (DSS),Scheduled (Delayed),06:05,Arrival,3,06:05,Lisbon (LIS),2022-07-04
Emirates,EK 4809, (DSS),Scheduled (Delayed),06:05,Arrival,3,06:05,Lisbon (LIS),2022-07-04
TAP Air Portugal,TP 218,Boston (BOS),En Route,06:05,Arrival,3,06:05,Lisbon (LIS),2022-07-04
TAP Air Portugal,TP 1469,Djerba (DJE),Scheduled,06:05,Arrival,3,06:05,Lisbon (LIS),2022-07-04
TAP Air Portugal,TP 1528,Accra (ACC),En Route,06:05,Arrival,3,06:05,Lisbon (LIS),2022-07-04
TAP Air Portugal,TP 1548,Sal (SID),Scheduled (Delayed),06:05,Arrival,3,06:05,Lisbon (LIS),2022-07-04
Emirates,EK 4829,Sal (SID),Scheduled (Delayed),06:05,Arrival,3,06:05,Lisbon (LIS),2022-07-04
Turkish Airlines,TK 8139,Sal (SID),Scheduled (Delayed),06:05,Arrival,3,06:05,Lisbon (LIS),2022-07-04
TAP Air Portugal,TP 260,Toronte (YYZ),En Route (Delayed),06:10,Arrival,3,06:10,Lisbon (LIS),2022-07-04
