Airliner,Flight,Origin,Status,Schedule,Type,Order,Schedule_Fix,Destination,Snapshot
Emirates,EK191,Dubai (DXB),Scheduled,12:35,Arrival,1,00:35,Lisbon (LIS),2022-09-30
TAP Air Portugal,TP6730,Dubai (DXB),Scheduled,12:35,Arrival,1,00:35,Lisbon (LIS),2022-09-30
Transavia,HV7644,Orly (ORY),Scheduled,12:45,Arrival,1,00:45,Lisbon (LIS),2022-09-30
Transavia France,TO7644,Orly (ORY),Scheduled,12:45,Arrival,1,00:45,Lisbon (LIS),2022-09-30
easyJet,U21445,Geneva (GVA),Scheduled,12:45,Arrival,1,00:45,Lisbon (LIS),2022-09-30
SWISS,LX2092,Geneva (GVA),Scheduled,12:55,Arrival,1,00:55,Lisbon (LIS),2022-09-30
TAP Air Portugal,TP6758,Geneva (GVA),Scheduled,12:55,Arrival,1,00:55,Lisbon (LIS),2022-09-30
TAP Air Portugal,TP1437,Casablanca Mohamed V (CMN),Scheduled,12:55,Arrival,1,00:55,Lisbon (LIS),2022-09-30
Azores Airlines,S48303,Casablanca Mohamed V (CMN),Scheduled,12:55,Arrival,1,00:55,Lisbon (LIS),2022-09-30
easyJet,U21819,Manchester (MAN),Scheduled,12:55,Arrival,1,00:55,Lisbon (LIS),2022-09-30
TAP Air Portugal,TP1558,Sao Vicente (VXE),Scheduled,13:00,Arrival,1,13:00,Lisbon (LIS),2022-09-30
Emirates,EK4835,Sao Vicente (VXE),Scheduled,13:00,Arrival,1,13:00,Lisbon (LIS),2022-09-30
Turkish Airlines,TK8143,Sao Vicente (VXE),Scheduled,13:00,Arrival,1,13:00,Lisbon (LIS),2022-09-30
easyJet,U22715,Milan Malpensa (MXP),Scheduled,13:00,Arrival,1,13:00,Lisbon (LIS),2022-09-30
Ryanair,FR3091,Eindhoven (EIN),Scheduled,13:05,Arrival,1,13:05,Lisbon (LIS),2022-09-30
easyJet,U28717,Gatwick (LGW),Scheduled,13:05,Arrival,1,13:05,Lisbon (LIS),2022-09-30
Emirates,EK191,Dubai (DXB),Scheduled,12:35,Arrival,2,12:35,Lisbon (LIS),2022-09-30
TAP Air Portugal,TP6730,Dubai (DXB),Scheduled,12:35,Arrival,2,12:35,Lisbon (LIS),2022-09-30
Transavia,HV7644,Orly (ORY),Scheduled,12:45,Arrival,2,12:45,Lisbon (LIS),2022-09-30
Transavia France,TO7644,Orly (ORY),Scheduled,12:45,Arrival,2,12:45,Lisbon (LIS),2022-09-30
easyJet,U21445,Geneva (GVA),Scheduled,12:45,Arrival,2,12:45,Lisbon (LIS),2022-09-30
SWISS,LX2092,Geneva (GVA),Scheduled,12:55,Arrival,2,12:55,Lisbon (LIS),2022-09-30
TAP Air Portugal,TP6758,Geneva (GVA),Scheduled,12:55,Arrival,2,12:55,Lisbon (LIS),2022-09-30
TAP Air Portugal,TP1437,Casablanca Mohamed V (CMN),Scheduled,12:55,Arrival,2,12:55,Lisbon (LIS),2022-09-30
Azores Airlines,S48303,Casablanca Mohamed V (CMN),Scheduled,12:55,Arrival,2,12:55,Lisbon (LIS),2022-09-30
easyJet,U21819,Manchester (MAN),Scheduled,12:55,Arrival,2,12:55,Lisbon (LIS),2022-09-30
TAP Air Portugal,TP1558,Sao Vicente (VXE),Scheduled,13:00,Arrival,2,13:00,Lisbon (LIS),2022-09-30
Emirates,EK4835,Sao Vicente (VXE),Scheduled,13:00,Arrival,2,13:00,Lisbon (LIS),2022-09-30
Turkish Airlines,TK8143,Sao Vicente (VXE),Scheduled,13:00,Arrival,2,13:00,Lisbon (LIS),2022-09-30
easyJet,U22715,Milan Malpensa (MXP),Scheduled,13:00,Arrival,2,13:00,Lisbon (LIS),2022-09-30
Ryanair,FR3091,Eindhoven (EIN),Scheduled,13:05,Arrival,2,13:05,Lisbon (LIS),2022-09-30
easyJet,U28717,Gatwick (LGW),Scheduled,13:05,Arrival,2,13:05,Lisbon (LIS),2022-09-30
Emirates,EK191,Dubai (DXB),Scheduled,12:35,Arrival,3,12:35,Lisbon (LIS),2022-09-30
TAP Air Portugal,TP6730,Dubai (DXB),Scheduled,12:35,Arrival,3,12:35,Lisbon (LIS),2022-09-30
Transavia,HV7644,Orly (ORY),Scheduled,12:45,Arrival,3,12:45,Lisbon (LIS),2022-09-30
Transavia France,TO7644,Orly (ORY),Scheduled,12:45,Arrival,3,12:45,Lisbon (LIS),2022-09-30
easyJet,U21445,Geneva (GVA),Scheduled,12:45,Arrival,3,12:45,Lisbon (LIS),2022-09-30
SWISS,LX2092,Geneva (GVA),Scheduled,12:55,Arrival,3,12:55,Lisbon (LIS),2022-09-30
TAP Air Portugal,TP6758,Geneva (GVA),Scheduled,12:55,Arrival,3,12:55,Lisbon (LIS),2022-09-30
TAP Air Portugal,TP1437,Casablanca Mohamed V (CMN),Scheduled,12:55,Arrival,3,12:55,Lisbon (LIS),2022-09-30
Azores Airlines,S48303,Casablanca Mohamed V (CMN),Scheduled,12:55,Arrival,3,12:55,Lisbon (LIS),2022-09-30
easyJet,U21819,Manchester (MAN),Scheduled,12:55,Arrival,3,12:55,Lisbon (LIS),2022-09-30
TAP Air Portugal,TP1558,Sao Vicente (VXE),Scheduled,13:00,Arrival,3,13:00,Lisbon (LIS),2022-09-30
Emirates,EK4835,Sao Vicente (VXE),Scheduled,13:00,Arrival,3,13:00,Lisbon (LIS),2022-09-30
