Airliner,Flight,Origin,Status,Schedule,Type,Order,Schedule_Fix,Destination,Snapshot
VistaJet,968,Porto Alegre Salgado Filho (POA),Scheduled,12:21,Arrival,1,00:21,Lisbon (LIS),2022-10-08
Ryanair,FR1884,Stansted (STN),Scheduled,12:25,Arrival,1,00:25,Lisbon (LIS),2022-10-08
TAP Air Portugal,TP1035,Barcelona (BCN),Scheduled,12:25,Arrival,1,00:25,Lisbon (LIS),2022-10-08
Aegean Airlines,A31730,Barcelona (BCN),Scheduled,12:25,Arrival,1,00:25,Lisbon (LIS),2022-10-08
Air Canada,AC2701,Barcelona (BCN),Scheduled,12:25,Arrival,1,00:25,Lisbon (LIS),2022-10-08
Azul,AD7223,Barcelona (BCN),Scheduled,12:25,Arrival,1,00:25,Lisbon (LIS),2022-10-08
SA AVIANCA,AV2495,Barcelona (BCN),Scheduled,12:25,Arrival,1,00:25,Lisbon (LIS),2022-10-08
Azores Airlines,S48707,Barcelona (BCN),Scheduled,12:25,Arrival,1,00:25,Lisbon (LIS),2022-10-08
Ryanair,FR1300,Brussels Charleroi (CRL),Scheduled,12:30,Arrival,1,00:30,Lisbon (LIS),2022-10-08
Emirates,EK191,Dubai (DXB),Scheduled,12:35,Arrival,1,00:35,Lisbon (LIS),2022-10-08
TAP Air Portugal,TP6730,Dubai (DXB),Scheduled,12:35,Arrival,1,00:35,Lisbon (LIS),2022-10-08
Ryanair,FR1792,Luxembourg (LUX),Scheduled,12:45,Arrival,1,00:45,Lisbon (LIS),2022-10-08
TAP Air Portugal,TP1123,Alicante (ALC),Scheduled,12:50,Arrival,1,00:50,Lisbon (LIS),2022-10-08
Azul,AD7326,Alicante (ALC),Scheduled,12:50,Arrival,1,00:50,Lisbon (LIS),2022-10-08
Azores Airlines,S48242,Alicante (ALC),Scheduled,12:50,Arrival,1,00:50,Lisbon (LIS),2022-10-08
VistaJet,968,Porto Alegre Salgado Filho (POA),Scheduled,12:51,Arrival,1,00:51,Lisbon (LIS),2022-10-08
TAP Air Portugal,TP1437,Casablanca Mohamed V (CMN),Scheduled,12:55,Arrival,1,00:55,Lisbon (LIS),2022-10-08
Azores Airlines,S48303,Casablanca Mohamed V (CMN),Scheduled,12:55,Arrival,1,00:55,Lisbon (LIS),2022-10-08
easyJet,U28717,Gatwick (LGW),Scheduled,12:55,Arrival,1,00:55,Lisbon (LIS),2022-10-08
TAP Air Portugal,TP1558,Sao Vicente (VXE),Scheduled,13:00,Arrival,1,13:00,Lisbon (LIS),2022-10-08
Emirates,EK4835,Sao Vicente (VXE),Scheduled,13:00,Arrival,1,13:00,Lisbon (LIS),2022-10-08
Turkish Airlines,TK8143,Sao Vicente (VXE),Scheduled,13:00,Arrival,1,13:00,Lisbon (LIS),2022-10-08
VistaJet,968,Porto Alegre Salgado Filho (POA),Scheduled,12:21,Arrival,2,12:21,Lisbon (LIS),2022-10-08
Ryanair,FR1884,Stansted (STN),Scheduled,12:25,Arrival,2,12:25,Lisbon (LIS),2022-10-08
TAP Air Portugal,TP1035,Barcelona (BCN),Scheduled,12:25,Arrival,2,12:25,Lisbon (LIS),2022-10-08
Aegean Airlines,A31730,Barcelona (BCN),Scheduled,12:25,Arrival,2,12:25,Lisbon (LIS),2022-10-08
Air Canada,AC2701,Barcelona (BCN),Scheduled,12:25,Arrival,2,12:25,Lisbon (LIS),2022-10-08
Azul,AD7223,Barcelona (BCN),Scheduled,12:25,Arrival,2,12:25,Lisbon (LIS),2022-10-08
SA AVIANCA,AV2495,Barcelona (BCN),Scheduled,12:25,Arrival,2,12:25,Lisbon (LIS),2022-10-08
Azores Airlines,S48707,Barcelona (BCN),Scheduled,12:25,Arrival,2,12:25,Lisbon (LIS),2022-10-08
Ryanair,FR1300,Brussels Charleroi (CRL),Scheduled,12:30,Arrival,2,12:30,Lisbon (LIS),2022-10-08
Emirates,EK191,Dubai (DXB),Scheduled,12:35,Arrival,2,12:35,Lisbon (LIS),2022-10-08
TAP Air Portugal,TP6730,Dubai (DXB),Scheduled,12:35,Arrival,2,12:35,Lisbon (LIS),2022-10-08
Ryanair,FR1792,Luxembourg (LUX),Scheduled,12:45,Arrival,2,12:45,Lisbon (LIS),2022-10-08
TAP Air Portugal,TP1123,Alicante (ALC),Scheduled,12:50,Arrival,2,12:50,Lisbon (LIS),2022-10-08
Azul,AD7326,Alicante (ALC),Scheduled,12:50,Arrival,2,12:50,Lisbon (LIS),2022-10-08
Azores Airlines,S48242,Alicante (ALC),Scheduled,12:50,Arrival,2,12:50,Lisbon (LIS),2022-10-08
VistaJet,968,Porto Alegre Salgado Filho (POA),Scheduled,12:51,Arrival,2,12:51,Lisbon (LIS),2022-10-08
TAP Air Portugal,TP1437,Casablanca Mohamed V (CMN),Scheduled,12:55,Arrival,2,12:55,Lisbon (LIS),2022-10-08
Azores Airlines,S48303,Casablanca Mohamed V (CMN),Scheduled,12:55,Arrival,2,12:55,Lisbon (LIS),2022-10-08
easyJet,U28717,Gatwick (LGW),Scheduled,12:55,Arrival,2,12:55,Lisbon (LIS),2022-10-08
